source_key,source_package,source_file,source_line,source_label,source_kind,source_title,source_chapter,source_section_path,source_proof_present,canonical_label,canonical_status,lean_module,lean_declaration,disposition_notes
inverse_q_analog_functions_report:eq:a-infinity-inverse,inverse_q_analog_functions_report,inverse_q_analog_functions_report/inverse_q_analog_functions.tex,551,eq:a-infinity-inverse,proposition,Laurent--Puiseux inverse at infinity,Finite \texorpdfstring{$q$,Finite \texorpdfstring{$q$ / Inverse at \texorpdfstring{$a=\infty$,yes,fp-finite-covering,human-proved frontier result,,,Retained in the argument-at-infinity paragraph of the finite-product chapter; only the useful invariant leading terms are kept and proved by direct coefficient comparison.
inverse_q_analog_functions_report:thm:finite-qzero-inverse,inverse_q_analog_functions_report,inverse_q_analog_functions_report/inverse_q_analog_functions.tex,642,thm:finite-qzero-inverse,theorem,Fifth-order inverse at \(q=0\),Finite \texorpdfstring{$q$,Finite \texorpdfstring{$q$ / Expansion and inversion at \texorpdfstring{$q=0$,yes,fp-small-base-engine,human-proved frontier result,,,"Replaced by an all-order coefficient engine in the canonical normalized coordinate, with the stable fifth-order jet and every low-order exception stated explicitly."
inverse_q_analog_functions_report:thm:finite-qone-inverse,inverse_q_analog_functions_report,inverse_q_analog_functions_report/inverse_q_analog_functions.tex,687,thm:finite-qone-inverse,theorem,Logarithmic \(q=1\) inverse,Finite \texorpdfstring{$q$,Finite \texorpdfstring{$q$ / All-order logarithmic expansion and inverse at \texorpdfstring{$q=1$,yes,fp-unit-base-inverse,human-proved frontier result,,,Retained and generalized to the complete logarithmic jet with triangular generation of every inverse coefficient.
inverse_q_analog_functions_report:prop:scaled-critical-locus,inverse_q_analog_functions_report,inverse_q_analog_functions_report/inverse_q_analog_functions.tex,744,prop:scaled-critical-locus,proposition,Square-root inverse on the critical locus,Finite \texorpdfstring{$q$,Finite \texorpdfstring{$q$ / A critical scaled classical limit,yes,,not applicable,,,"Not retained as a separate assertion: the special scaled slice requires its own forward expansion, while its square-root conclusion follows from the universal finite-ramification theorem once that coefficient is established."
inverse_q_analog_functions_report:prop:finite-q-infinity,inverse_q_analog_functions_report,inverse_q_analog_functions_report/inverse_q_analog_functions.tex,789,prop:finite-q-infinity,proposition,Inverse at either infinite end,Finite \texorpdfstring{$q$,Finite \texorpdfstring{$q$ / Laurent--Puiseux inversion at \texorpdfstring{$q=\pm\infty$,yes,fp-base-infinity,human-proved frontier result,,,Strengthened to a convergent all-order Lagrange formula for every reciprocal-base sheet; the first displayed terms are recovered after consistent normalization.
inverse_q_analog_functions_report:thm:infinite-a-real-atlas,inverse_q_analog_functions_report,inverse_q_analog_functions_report/inverse_q_analog_functions.tex,883,thm:infinite-a-real-atlas,theorem,Real branch atlas for the entire product,The infinite \texorpdfstring{$q$,The infinite \texorpdfstring{$q$ / Inverse in \texorpdfstring{$a$,yes,thm:ip-real-atlas,human-proved frontier result,,,"Retained and strengthened to the principal branch, every real gap, exact zero normalization, branch counts, and convexity."
inverse_q_analog_functions_report:thm:log-periodic-growth,inverse_q_analog_functions_report,inverse_q_analog_functions_report/inverse_q_analog_functions.tex,922,thm:log-periodic-growth,theorem,Theta-modulated growth,The infinite \texorpdfstring{$q$,The infinite \texorpdfstring{$q$ / Large negative \texorpdfstring{$a$,yes,thm:ip-log-periodic,human-proved frontier result,,,Retained with the periodic theta factor defined exactly and the inverse error justified uniformly on the stated real regime.
inverse_q_analog_functions_report:thm:radial-root-unity,inverse_q_analog_functions_report,inverse_q_analog_functions_report/inverse_q_analog_functions.tex,986,thm:radial-root-unity,theorem,Radial root-of-unity expansion,The infinite \texorpdfstring{$q$,The infinite \texorpdfstring{$q$ / Radial approach to a root of unity,yes,thm:ip-radial-cyclotomic,human-proved frontier result,,,"Strengthened to an all-order radial expansion and inverse recurrence with explicit branch, sector, and uniformity hypotheses."
inverse_q_analog_functions_report:thm:order-local-inverse,inverse_q_analog_functions_report,inverse_q_analog_functions_report/inverse_q_analog_functions.tex,1123,thm:order-local-inverse,theorem,Local inverse in the order,Inverse with respect to continuous order and geometric step,Inverse with respect to continuous order and geometric step / Complex order,yes,,not applicable,,,"The complex-order Pochhammer interpolation was not retained as a canonical family; its valid local-germ content is covered by the universal inverse theorems, but no product-specific canonical assertion survives."
inverse_q_analog_functions_report:prop:order-endpoint,inverse_q_analog_functions_report,inverse_q_analog_functions_report/inverse_q_analog_functions.tex,1190,prop:order-endpoint,proposition,Logarithmic endpoint inverse,Inverse with respect to continuous order and geometric step,Inverse with respect to continuous order and geometric step / The endpoint \texorpdfstring{$\alpha\to+\infty$,yes,,not applicable,,,Retired with the omitted complex-order family; the logarithmic endpoint formula is not asserted canonically without a complete branch and interpolation specification.
inverse_q_analog_functions_report:thm:qbin-positive-global,inverse_q_analog_functions_report,inverse_q_analog_functions_report/inverse_q_analog_functions.tex,1294,thm:qbin-positive-global,theorem,Unique positive-real Gaussian inverse,Gaussian coefficients: inverse in the base,Gaussian coefficients: inverse in the base / The positive real inverse is global,yes,thm:gq-positive-inverse,human-proved frontier result,,,"Deduplicated into the global positive-base Gaussian inverse, proved from coefficient positivity."
inverse_q_analog_functions_report:thm:qbin-qzero,inverse_q_analog_functions_report,inverse_q_analog_functions_report/inverse_q_analog_functions.tex,1323,thm:qbin-qzero,theorem,Fifth-order Gaussian inverse at zero,Gaussian coefficients: inverse in the base,Gaussian coefficients: inverse in the base / The partition reversion at \texorpdfstring{$q=0$,yes,thm:gq-zero-inverse,human-proved frontier result,,,Strengthened to an all-order Lagrange formula with exact rectangle-partition coefficients and no unnecessary stable-range hypothesis.
inverse_q_analog_functions_report:thm:qbin-qone,inverse_q_analog_functions_report,inverse_q_analog_functions_report/inverse_q_analog_functions.tex,1370,thm:qbin-qone,theorem,Gaussian inverse at one,Gaussian coefficients: inverse in the base,Gaussian coefficients: inverse in the base / Expansion at \texorpdfstring{$q=1$,yes,cor:gq-one-inverse,human-proved frontier result,,,"Retained as the ordinary Gaussian inverse at one, derived from the complete Bernoulli logarithmic expansion."
inverse_q_analog_functions_report:thm:qbin-minus-one-inverse,inverse_q_analog_functions_report,inverse_q_analog_functions_report/inverse_q_analog_functions.tex,1428,thm:qbin-minus-one-inverse,theorem,Inverse branches at \(q=-1\),Gaussian coefficients: inverse in the base,Gaussian coefficients: inverse in the base / The point \texorpdfstring{$q=-1$,yes,prop:gq-minus-one,Lean-proved,GaussianBinomialAtNegOne;QBinomialReciprocity;GaussianBinomialAtNegOneDerivative,gaussianBinomial_neg_one_even_even;gaussianBinomial_neg_one_odd_even;gaussianBinomial_neg_one_odd_odd;gaussianBinomial_neg_one_even_odd_eq_zero;gaussianBinomial_derivative_eval_neg_one_even_odd,Retained in the complete value-and-derivative parity atlas at minus one.
inverse_q_analog_functions_report:cor:cyclotomic-atlas,inverse_q_analog_functions_report,inverse_q_analog_functions_report/inverse_q_analog_functions.tex,1475,cor:cyclotomic-atlas,corollary,Cyclotomic inverse atlas,Gaussian coefficients: inverse in the base,Gaussian coefficients: inverse in the base / General roots of unity,no,thm:gq-square-free,human-proved frontier result,,,Strengthened to square-freeness at every cyclotomic zero; the displayed inverse slope is the corresponding simple-zero specialization.
inverse_q_analog_functions_report:prop:continuous-qbin-qone,inverse_q_analog_functions_report,inverse_q_analog_functions_report/inverse_q_analog_functions.tex,1537,prop:continuous-qbin-qone,proposition,Continuous Gaussian expansion at one,Continuous Gaussian coefficients and inversion in both parameters,Continuous Gaussian coefficients and inversion in both parameters / The \texorpdfstring{$q\to1$,yes,,not applicable,,,"Not stated separately in the canonical volume: it is a direct finite combination of the all-order q-gamma expansion, but the canonical Gaussian theorem is intentionally restricted to integral rectangles."
inverse_q_analog_functions_report:thm:continuous-upper-inverse,inverse_q_analog_functions_report,inverse_q_analog_functions_report/inverse_q_analog_functions.tex,1574,thm:continuous-upper-inverse,theorem,Saturating upper-parameter inverse,Continuous Gaussian coefficients and inversion in both parameters,Continuous Gaussian coefficients and inversion in both parameters / Inverse in the upper parameter,yes,,not applicable,,,The continuous upper-parameter Gaussian theorem was not retained as a canonical assertion; the consolidated volume keeps the precisely normalized base-monotonicity conjecture instead.
inverse_q_analog_functions_report:thm:continuous-lower-branches,inverse_q_analog_functions_report,inverse_q_analog_functions_report/inverse_q_analog_functions.tex,1641,thm:continuous-lower-branches,theorem,Two lower-parameter branches,Continuous Gaussian coefficients and inversion in both parameters,Continuous Gaussian coefficients and inversion in both parameters / Inverse in the lower parameter,yes,,not applicable,,,The continuous lower-parameter branch theorem was not retained; its target-range and interpolation conventions varied across sources and no canonical standalone statement survives.
inverse_q_analog_functions_report:conj:continuous-qbin-monotone,inverse_q_analog_functions_report,inverse_q_analog_functions_report/inverse_q_analog_functions.tex,1708,conj:continuous-qbin-monotone,conjecture,Continuous positive-base monotonicity,Continuous Gaussian coefficients and inversion in both parameters,Continuous Gaussian coefficients and inversion in both parameters / Small and large base,no,conj:continuous-gaussian-monotonicity,conjecture,,,Retained with an explicit q-gamma normalization on 0<q<1 and a specified reciprocal continuation for q>1.
inverse_q_analog_functions_report:thm:qgamma-two-branches,inverse_q_analog_functions_report,inverse_q_analog_functions_report/inverse_q_analog_functions.tex,1726,thm:qgamma-two-branches,theorem,Two real branches of \(\Gamma_q^{-1}\),Inverse \texorpdfstring{$q$,Inverse \texorpdfstring{$q$ / The inverse \texorpdfstring{$q$,yes,thm:qs-qgamma-minimum,human-proved frontier result,,,Retained as the unique q-gamma minimum and complete two-branch real inverse count.
inverse_q_analog_functions_report:prop:qgamma-min-puiseux,inverse_q_analog_functions_report,inverse_q_analog_functions_report/inverse_q_analog_functions.tex,1753,prop:qgamma-min-puiseux,proposition,Puiseux expansion at the minimum,Inverse \texorpdfstring{$q$,Inverse \texorpdfstring{$q$ / The inverse \texorpdfstring{$q$,yes,thm:qs-qgamma-minimum,human-proved frontier result,,,The square-root merger is retained in the q-gamma theorem; higher local coefficients are deduplicated into the universal fold jet.
inverse_q_analog_functions_report:thm:qbeta-one-param,inverse_q_analog_functions_report,inverse_q_analog_functions_report/inverse_q_analog_functions.tex,1878,thm:qbeta-one-param,theorem,One-parameter \(q\)-beta inverse,Inverse \texorpdfstring{$q$,Inverse \texorpdfstring{$q$ / Inverse \texorpdfstring{$q$,yes,thm:qs-qbeta,human-proved frontier result,,,Retained after separating strict shape-coordinate monotonicity from base inversion and fixing the exceptional constant case.
inverse_q_analog_functions_report:thm:q-number-x-inverse,inverse_q_analog_functions_report,inverse_q_analog_functions_report/inverse_q_analog_functions.tex,1941,thm:q-number-x-inverse,theorem,Exact exponent inverse of the \(q\)-number,Elementary \texorpdfstring{$q$,Elementary \texorpdfstring{$q$ / The \texorpdfstring{$q$,yes,prop:qs-qnumber-x,human-proved frontier result,,,Retained with the logarithm-sheet condition and the complete 2 pi i lattice of exponent solutions.
inverse_q_analog_functions_report:prop:qpolylog-z-inverse,inverse_q_analog_functions_report,inverse_q_analog_functions_report/inverse_q_analog_functions.tex,2148,prop:qpolylog-z-inverse,proposition,Local inverse in \(z\),Elementary \texorpdfstring{$q$,Elementary \texorpdfstring{$q$ / A normalized \texorpdfstring{$q$,yes,,not applicable,,,The q-polylogarithm family was removed from the consolidated scope; this local coefficient list is only an instance of universal reversion and has no canonical family-specific assertion.
inverse_q_analog_functions_report:thm:qpolylog-parameter-inverses,inverse_q_analog_functions_report,inverse_q_analog_functions_report/inverse_q_analog_functions.tex,2187,thm:qpolylog-parameter-inverses,theorem,Inverse in \(q\) and in \(s\),Elementary \texorpdfstring{$q$,Elementary \texorpdfstring{$q$ / A normalized \texorpdfstring{$q$,yes,,not applicable,,,The q-polylogarithm parameter inverses were not retained; their domains and endpoint claims would require a separate normalized treatment.
inverse_q_analog_functions_report:thm:rphis-z-inverse,inverse_q_analog_functions_report,inverse_q_analog_functions_report/inverse_q_analog_functions.tex,2254,thm:rphis-z-inverse,theorem,Universal local inverse of a basic hypergeometric series,Basic hypergeometric functions and parameterwise inversion,Basic hypergeometric functions and parameterwise inversion / The inverse in the series variable,yes,thm:qs-hypergeometric-inverse,human-proved frontier result,,,"Retained and strengthened to an all-order local series-variable inverse, including the first-nonzero-coefficient Puiseux case."
inverse_q_analog_functions_report:cor:rphis-sensitivity,inverse_q_analog_functions_report,inverse_q_analog_functions_report/inverse_q_analog_functions.tex,2309,cor:rphis-sensitivity,corollary,Parameter sensitivity of the inverse,Basic hypergeometric functions and parameterwise inversion,Basic hypergeometric functions and parameterwise inversion / Derivatives with respect to every continuous parameter,no,thm:uq-inverse-sensitivities,human-proved frontier result,,,Deduplicated into the universal target/parameter sensitivity theorem.
inverse_q_analog_functions_report:prop:inverse-perturbation-qone,inverse_q_analog_functions_report,inverse_q_analog_functions_report/inverse_q_analog_functions.tex,2362,prop:inverse-perturbation-qone,proposition,Inverse perturbation about the classical limit,Basic hypergeometric functions and parameterwise inversion,Basic hypergeometric functions and parameterwise inversion / Perturbative inversion near \texorpdfstring{$q=1$,yes,thm:uq-inverse-sensitivities,human-proved frontier result,,,Absorbed as the second-order specialization of the universal passive-parameter sensitivity formulas.
inverse_q_analog_functions_report:eq:polynomial-inverse-discriminant,inverse_q_analog_functions_report,inverse_q_analog_functions_report/inverse_q_analog_functions.tex,2416,eq:polynomial-inverse-discriminant,proposition,Fixed-degree inverse atlas,Basic hypergeometric functions and parameterwise inversion,Basic hypergeometric functions and parameterwise inversion / Orthogonal-polynomial and \texorpdfstring{$q$,no,thm:uq-finite-ramification,human-proved frontier result,,,The local analytic and Puiseux conclusions are retained; the source's global covering language is narrowed to the precise finite-ramification normal form.
inverse_q_analog_functions_report:alg:branch-aware-solver,inverse_q_analog_functions_report,inverse_q_analog_functions_report/inverse_q_analog_functions.tex,2560,alg:branch-aware-solver,algorithm,Branch-aware inverse solver,Branch-aware numerical inversion and experiments,"Branch-aware numerical inversion and experiments / Newton, Halley, and continuation equations",no,thm:monotone-branch-certificate,not applicable,,,"The descriptive workflow is absorbed into the certification chapter; correctness obligations are separated into proved monotone, interval-Newton, and complex disk certificates."
inverse_q_analog_functions_report:conj:generic-simple-qcritical,inverse_q_analog_functions_report,inverse_q_analog_functions_report/inverse_q_analog_functions.tex,2642,conj:generic-simple-qcritical,conjecture,Generic simplicity in the base,Conjectures and frontier problems,Conjectures and frontier problems / Generic critical geometry of finite Pochhammer maps,no,,not applicable,,,"Retired rather than conflated with the canonical conjecture: this concerns inversion in the base q for generic a, whereas the retained monodromy conjecture concerns inversion in a for generic q."
inverse_q_analog_functions_report:unlabelled-problem-001,inverse_q_analog_functions_report,inverse_q_analog_functions_report/inverse_q_analog_functions.tex,2657,,problem,Monodromy groups,Conjectures and frontier problems,Conjectures and frontier problems / Generic critical geometry of finite Pochhammer maps,no,conj:generic-pochhammer-monodromy,conjecture,,,Narrowed to the argument-variable polynomial and replaced by a falsifiable algebraic exceptional-set conjecture; the base-variable part of the source problem is not retained.
inverse_q_analog_functions_report:unlabelled-conjecture-003,inverse_q_analog_functions_report,inverse_q_analog_functions_report/inverse_q_analog_functions.tex,2669,,conjecture,Complex thickening of real inverse sheets,Conjectures and frontier problems,Conjectures and frontier problems / Real and sectorial univalence,no,,not applicable,,,Retired as under-specified: maximal domains assembled from critical trajectories and their Caratheodory convergence were not defined sharply enough for a canonical conjecture.
inverse_q_analog_functions_report:eq:rootunity-inverse-conjectural,inverse_q_analog_functions_report,inverse_q_analog_functions_report/inverse_q_analog_functions.tex,2687,eq:rootunity-inverse-conjectural,conjecture,All-order radial inverse at a root of unity,Conjectures and frontier problems,Conjectures and frontier problems / Root-of-unity transseries and monodromy,no,conj:cyclotomic-resurgent-inverse,conjecture,,,Replaced by a precise fixed-normalization Gevrey/resurgence conjecture; the algebraic radial coefficients are proved separately in the radial cyclotomic theorem.
inverse_q_analog_functions_report:eq:logperiodic-full-conjecture,inverse_q_analog_functions_report,inverse_q_analog_functions_report/inverse_q_analog_functions.tex,2709,eq:logperiodic-full-conjecture,conjecture,Full log-periodic inverse expansion,Conjectures and frontier problems,Conjectures and frontier problems / Large-argument log-periodic inversion,no,,not applicable,,,Only the rigorously derived leading theta-modulated inverse survives; the proposed full periodic transseries and matching-phase language were not sufficiently specified to retain as a conjecture.
inverse_q_analog_functions_report:prob:inverse-partition-coefficients,inverse_q_analog_functions_report,inverse_q_analog_functions_report/inverse_q_analog_functions.tex,2735,prob:inverse-partition-coefficients,problem,Asymptotics of inverse partition coefficients,Conjectures and frontier problems,Conjectures and frontier problems / Inverse Gaussian coefficients and partition coefficients,no,,not applicable,,,The open-ended coefficient-combinatorics problem is not a canonical mathematical assertion; the exact finite inverse coefficients remain available through the Gaussian zero-base theorem.
inverse_q_analog_functions_report:unlabelled-problem-003,inverse_q_analog_functions_report,inverse_q_analog_functions_report/inverse_q_analog_functions.tex,2751,,problem,Global proof of continuous Gaussian monotonicity,Conjectures and frontier problems,Conjectures and frontier problems / Inverse Gaussian coefficients and partition coefficients,no,conj:continuous-gaussian-monotonicity,conjecture,,,Converted from a problem request into the explicitly normalized continuous Gaussian monotonicity conjecture.
inverse_q_analog_functions_report:unlabelled-conjecture-006,inverse_q_analog_functions_report,inverse_q_analog_functions_report/inverse_q_analog_functions.tex,2760,,conjecture,Generic nonholonomicity of compositional inverses,Conjectures and frontier problems,Conjectures and frontier problems / Differential and \texorpdfstring{$q$,no,,not applicable,,,"Retired as too generic to be falsifiable: the exceptional class, differential field, and q-holonomic convention were not specified."
inverse_q_analog_functions_report:unlabelled-problem-004,inverse_q_analog_functions_report,inverse_q_analog_functions_report/inverse_q_analog_functions.tex,2785,,problem,Canonical inverse double scalings,Conjectures and frontier problems,Conjectures and frontier problems / Uniform double scaling at coalescing branches,no,,not applicable,,,"Retired as an open-ended classification program; the canonical volume proves specific regular, finite-ramification, Lambert, and fixed-target double-scaling normal forms instead."
inverse_q_analog_jet_atlas:unlabelled-definition-001,inverse_q_analog_jet_atlas,inverse_q_analog_jet_atlas/inverse_q_analog_jet_atlas.tex,277,,definition,Partial inverse branch,Parameter-wise inverses and their geometry,Universal inversion machinery / Parameter-wise inverses and their geometry / One equation does not recover every parameter,no,def:uq-partial-inverse,not applicable,,,Merged verbatim in substance into the canonical partial-inverse definition with stricter branch data.
inverse_q_analog_jet_atlas:unlabelled-theorem-001,inverse_q_analog_jet_atlas,inverse_q_analog_jet_atlas/inverse_q_analog_jet_atlas.tex,289,,theorem,\statusproved\ Local partial inverse and first sensitivities,Parameter-wise inverses and their geometry,Universal inversion machinery / Parameter-wise inverses and their geometry / One equation does not recover every parameter,yes,thm:uq-regular-analytic-inverse,human-proved frontier result,,,Split across the regular analytic partial-inverse theorem and the universal inverse-sensitivity theorem; the former is the primary destination.
inverse_q_analog_jet_atlas:unlabelled-proposition-001,inverse_q_analog_jet_atlas,inverse_q_analog_jet_atlas/inverse_q_analog_jet_atlas.tex,359,,proposition,\statusproved\ Triangular reversion recurrence,Ordinary inverse jets to arbitrary order,Universal inversion machinery / Ordinary inverse jets to arbitrary order / Lagrange--Bürmann in coefficient form,yes,thm:uq-triangular-inverse,human-proved frontier result,,,"Retained and strengthened to existence, uniqueness, two-sidedness, and a commutative-ring recurrence."
inverse_q_analog_jet_atlas:eq:a-inverse-near-zero,inverse_q_analog_jet_atlas,inverse_q_analog_jet_atlas/inverse_q_analog_jet_atlas.tex,574,eq:a-inverse-near-zero,theorem,\statusproved\ Argument inverse at the unit target,Inversion in the argument,Finite \(q\)-Pochhammer products / Inversion in the argument / The branch issuing from \(a=0\),yes,fp-unit-inverse,human-proved frontier result,,,Retained and strengthened from a cubic display to the all-order Lagrange coefficient formula.
inverse_q_analog_jet_atlas:eq:derivative-geometric-zero,inverse_q_analog_jet_atlas,inverse_q_analog_jet_atlas/inverse_q_analog_jet_atlas.tex,606,eq:derivative-geometric-zero,theorem,\statusproved\ Exact derivative at a geometric zero,Inversion in the argument,Finite \(q\)-Pochhammer products / Inversion in the argument / Inverse jets at the exact zeros,yes,fp-zero-normalization,human-proved frontier result,,,Retained as the exact normalization at every simple finite-product zero.
inverse_q_analog_jet_atlas:unlabelled-proposition-002,inverse_q_analog_jet_atlas,inverse_q_analog_jet_atlas/inverse_q_analog_jet_atlas.tex,693,,proposition,\statusproved\ Small-base inverse through cubic order,Base inversion near \(q=0\) and \(q=1\),Finite \(q\)-Pochhammer products / Base inversion near \(q=0\) and \(q=1\) / The small-base combinatorial jet,yes,fp-small-base-engine,human-proved frontier result,,,"Retained inside the all-order small-base engine, including the distinct n=2, n=3, and n>=4 cubic cases."
inverse_q_analog_jet_atlas:eq:finite-q1-logjet,inverse_q_analog_jet_atlas,inverse_q_analog_jet_atlas/inverse_q_analog_jet_atlas.tex,720,eq:finite-q1-logjet,theorem,\statusproved\ Complete finite-product jet at \(q=1\),Base inversion near \(q=0\) and \(q=1\),Finite \(q\)-Pochhammer products / Base inversion near \(q=0\) and \(q=1\) / The logarithmic jet at \(q=1\),yes,fp-unit-base-inverse,human-proved frontier result,,,Retained as the complete logarithmic forward jet and all-order regular inverse at q=1.
inverse_q_analog_jet_atlas:eq:finite-a-q1-mixed,inverse_q_analog_jet_atlas,inverse_q_analog_jet_atlas/inverse_q_analog_jet_atlas.tex,770,eq:finite-a-q1-mixed,theorem,\statusproved\ Fixed-target argument inverse near \(q=1\),Base inversion near \(q=0\) and \(q=1\),Finite \(q\)-Pochhammer products / Base inversion near \(q=0\) and \(q=1\) / Inverting the argument while \(q\to1\),yes,fp-unit-base-inverse,human-proved frontier result,,,Retained in the same subsection as the fixed-target mixed argument inverse; its coefficients are generated from the complete logarithmic jet.
inverse_q_analog_jet_atlas:eq:a-star-minus-one,inverse_q_analog_jet_atlas,inverse_q_analog_jet_atlas/inverse_q_analog_jet_atlas.tex,816,eq:a-star-minus-one,theorem,\statusproved\ Complete finite-product criticality at \(q=-1\),The inverse atlas at \(q=-1\) and at roots of unity,Finite \(q\)-Pochhammer products / The inverse atlas at \(q=-1\) and at roots of unity / The unique nontrivial critical parameter,yes,fp-minus-one-criticality,human-proved frontier result,,,"Retained with all critical values, second derivatives, exclusions, and the exceptional cubic proved explicitly."
inverse_q_analog_jet_atlas:eq:minus-one-fold-inverse,inverse_q_analog_jet_atlas,inverse_q_analog_jet_atlas/inverse_q_analog_jet_atlas.tex,862,eq:minus-one-fold-inverse,corollary,\statusproved\ Explicit local inverse types,The inverse atlas at \(q=-1\) and at roots of unity,Finite \(q\)-Pochhammer products / The inverse atlas at \(q=-1\) and at roots of unity / The unique nontrivial critical parameter,no,fp-minus-one-criticality,human-proved frontier result,,,"Deduplicated into the complete minus-one theorem, which states both the quadratic-fold branches and exact cubic sheets."
inverse_q_analog_jet_atlas:eq:minus-one-a-minus-one,inverse_q_analog_jet_atlas,inverse_q_analog_jet_atlas/inverse_q_analog_jet_atlas.tex,884,eq:minus-one-a-minus-one,theorem,\statusproved\ Higher ramification of \((-1;q)_n\),The inverse atlas at \(q=-1\) and at roots of unity,Finite \(q\)-Pochhammer products / The inverse atlas at \(q=-1\) and at roots of unity / The singular endpoint parameters \(a=\pm1\),yes,fp-minus-one-criticality,human-proved frontier result,,,"Retained in the structural a=-1 exception, with the leading coefficient written as the product of odd indices and the full Puiseux family."
